start	end	text
1053600	1054540	구분하기가 어려워요.
1055020	1057560	손목, 손 그냥 똑같아 보이죠.
1058080	1060180	근데 내 몸의 상태는 전혀 다를 거예요.
1060640	1061480	반대도 마찬가지고요.
1062480	1063460	그래서 프로들 영상 보면
1063460	1065800	손목도 엄청 돌리고 힘도 많이 준 거 같은데 괜찮나?
1066240	1067600	뭐 따라해보니 손목이 아픈데
1067600	1068920	저 사람은 손목이 튼튼한가?
1069000	1069620	이렇게 되는 건데
1069620	1072140	손을 같이 쓰면 딱히 부담될 게 없다.
1072960	1074860	손을 포함한 손목의 범위가
1074860	1077280	손목 관절만 쓰는 것보다 좀 더 좁거든요.
1077800	1080320	양 사이드가 일정 범위 이상 넘어가지 않게 받쳐주는
1080320	1083020	네발 자전거의 보조버키 같은 역할이라고 보시면 돼요.
1083640	1084820	얘네를 같이 움직여주면
1084820	1086580	손목이 딱 쓰일 만큼만 쓰이면서
1086580	1087840	자연스럽게 넘어가질 거예요.
1088240	1089300	이게 S번이 되면 된다.
1089980	1091520	손부터 움직이는 게 익숙하지 않으면
1091520	1092860	손목이 좀 덜 쓰일 수 있는데
1092860	1094460	적응하면 알아서 돌아가요.
1095040	1097300	한 예시로 제가 같은 감도로 플레이한 영상인데
1097300	1100640	이건 손목이 거의 안 쓰이죠.
1100640	1102920	그냥 손으로 움직인다는 느낌으로 쓴 거예요.
1102960	1105860	근데 게임은 다르지만
1105860	1107300	같은 감도로 플레이한 영상에선
1107300	1109060	손목이 되게 많이 쓰일 거예요.
1109580	1111860	근데 똑같이 손으로 움직인다는 느낌으로 한 거고요.
1112300	1113320	사용하는 부위는 같은데
1113320	1114340	비율을 조절하면
1114340	1116700	이렇게 가동 범위를 마음대로 바꿀 수 있거든요.
1117160	1119240	사람마다 얼마나 돌아갈지는 다르지만요.
1119660	1121320	어차피 동작은 나중에 따라오는 거예요.
1121740	1123480	그래서 내 동작이 어떻게 나오는지
1123480	1124940	별 신경 안 써도 된다.
1125480	1126800	이제 근육에 대한 얘기를 했으니까
1126800	1128320	팔꿈치를 기준으로
1128320	1129720	혹은 어깨 관절을 축으로
1129720	1131420	에임하면 안 되는 이유를 설명드릴 거예요.
1131900	1132800	우선 손목 근육은
1132800	1134060	팔꿈치까지 붙어있어요.
1134580	1136060	이게 손목의 중립 상태고요.
1136980	1138260	팔꿈치를 굽히고
1138260	1139280	손을 돌린 것만으로
1139280	1140680	근육들이 스트레스를 좀 받아요.
1141180	1142280	그래서 인체공학 마우스나
1142280	1143240	버티컬 마우스가
1143240	1144400	손목 건강에 좋다는 거고요.
1145020	1145880	아무튼 이 상태에서
1145880	1147380	팔꿈치를 축으로 회전하게 되면
1147380	1149360	손목의 근육들이 더 스트레스를 받게 돼요.
1149900	1150440	쉽게 말해서
1150440	1152000	손목이 이미 쓰인 것처럼 변해요.
1152400	1153600	그래서 꺾으면 꺾을수록
1153600	1154920	손목이 좀 불편하죠.
1155360	1157040	이때 어깨 관절도 같이 돌아갈 거예요.
1157040	1160020	어깨 안쪽이 찌르듯이 아프다의 원인이 거의 이거예요.
1160620	1162300	여기 기준으로 이렇게 돌아가는 정도만 아니면
1162800	1163760	이렇게 쓰이는 건 상관없어요.
1164140	1165580	팔꿈치나 팔을 기준으로 돌리면
1165580	1167500	돌리면서 손가락과 손목이
1167500	1168920	점점 말을 잘 안 들을 거예요.
1169180	1169760	좀 불편하죠?
1170400	1172200	그런데 손을 여기서 여기로 옮기면
1172200	1173620	굉장히 편할 거예요.
1174380	1175360	어깨도 관절이 아니라
1175360	1177500	근육이 쓰이면서 불편한 게 하나도 없을 거예요.
1178360	1179000	팔을 잘 보세요.
1179500	1180160	이렇게 오면
1180160	1182180	손이 되게 불편할 거고
1182180	1183300	손을 여기서까지 옮기면
1183300	1184540	상체 근육이 다 같이 쓰여요.
1185080	1185700	굉장히 편하죠?
1185960	1188140	팔꿈치를 기준으로 돌리게 돼도 마찬가지로
1188140	1189760	뭔가 움직임에 제한을 받으면서
1189760	1191540	이런 식으로 뭔가 불편해지겠죠?
1192220	1192700	뭐 가다가 부르면서
1192800	1194300	틀어준다 해도 딜레이가 걸릴 거고요.
1194560	1196280	근데 손부터 움직인다는 느낌으로 해보면
1196280	1198480	전반적인 상체 근육이 다 같이 쓰이면서
1198480	1199600	마음대로 움직일 수 있고
1199600	1200720	편하게 움직일 수 있죠?
1201220	1202280	근데 이것도 마찬가지로
1202280	1204080	손캠으로 보면 구분하기가 어려워요.
1204240	1205940	뭐 팔이나 팔꿈치로 꺾은 거랑
1205940	1207240	손을 옮긴 거랑
1207240	1208620	별 차이가 없어요.
1209080	1210940	실질적으로 패드 끝에서 팔의 위치는
1210940	1212620	한 1, 2cm 정도밖에 차이가 안 나거든요.
1212840	1214800	그래서 팔의 축인가 팔꿈치가 축인가
1214800	1215520	이렇게 되는 거죠.
1216060	1218280	하지만 근육이 사용되는 방식이 전혀 다르기 때문에
1218280	1219840	느껴지는 건 완전 다를 거예요.
1220460	1222580	이렇다 보니까 아무래도 손캠으로 정보를 얻는 데는
1222580	1222780	좀 어려울 것 같아요.
1222800	1224880	그래도 알면 보이는 것들이 많아요.
1225280	1225960	그래서 결론은
1225960	1227940	손부터 하나의 자연스러운 움직임이 나와야
1227940	1229280	에임도 안정적이게 된다.
1229500	1230820	축구에서 공을 컨트롤할 때
1230820	1231760	발을 움직이는 거지
1231760	1233560	발목이나 무릎을 신경 쓰진 않잖아요.
1233900	1235960	발에 집중만 한다고 없던 동작이 나오는 건 아니고
1235960	1237540	물론 자연스러운 동작이 나오도록
1237540	1238740	훈련이 되어 있어야 하겠죠.
1239280	1240820	그걸 위해서는 많은 경험이 필요하고요.
1241200	1243720	어깨, 팔, 손목을 포함한 상체의 근육들은
1243720	1245800	손부터 움직이면 다 같이 쓰인다.
1246080	1247260	그래서 손부터 움직여야
1247260	1248780	자유롭고 효율적인 동작이 나온다.
1249240	1250440	뭐 스포츠든 악기든
1250440	1252020	사실 다 통용되는 사실인데
1252020	1252780	게임하다 보면
1252780	1254720	이걸 지키지 못하는 경우가 정말 많아요.
1255260	1257460	제가 오프라인에서 코칭한 일반인이 딱 한 명 있어요.
1257720	1258260	한 1년 됐나?
1258820	1259700	집에 놀러 갔다가
1259700	1260980	그 친구를 뒤에서 보는데
1260980	1262200	눈에 보일 정도로
1262200	1264680	승모근부터 팔까지 힘을 잔뜩 주고 게임하고 있는 거예요.
1265000	1266000	좀 훈수 마려운 참에
1266000	1266960	본인도 알려달라고 해서
1266960	1267880	되게 열심히 알려줬어요.
1268140	1270040	그리고 자 이제 손부터 움직여보자 했는데
1270040	1271180	이렇게 움직이더라고요.
1272540	1273560	바로 옆에서 보여주면서
1273560	1275700	자 따라해봐 손부터 움직이는 거야
1275700	1276500	라고 해도
1276500	1279740	그냥 어? 어? 이러더라고요.
1280140	1282240	그래서 그냥 제가 손을 잡고 대신 움직여줬어요.
1282240	1283860	자 이렇게 움직이는 거야.
1284320	1284980	이렇게 하니까
1284980	1286300	그때 좀 이해하더라고요.
1286640	1287700	지금은 되게 잘 쏘는데
1287700	1289020	나중에 가서 하는 말이
1289020	1290980	솔직히 그때 했던 말 하나도 이해 못했다.
1291500	1293940	그런데 말로 이해하는 게 아니라 몸으로 이해되는 사람이 있다.
1294240	1295880	손을 잡아서 직접 움직여주니까
1295880	1296800	그때 좀 깨달았다.
1296920	1297420	라고 하더라고요.
1297700	1299460	사실 에임은 원래 몸으로 이해하는 게 맞아요.
1299880	1302300	이걸 말로 이해하려고 하다 보니까 어려운 거고
1302300	1303960	저도 취미로 운동을 하는데
1303960	1305660	제대로 배우기 시작한 지는
1305660	1306800	이제 1년 좀 더 됐거든요.
1307060	1307780	너무 어렵더라고요.
1308120	1310320	그래서 공감 능력이 맥스치를 찍은 지 좀 됐습니다.
1310320	1312220	동작 하나 제대로 하기까지 몇 달씩 걸리는 건가요?
1312240	1312580	그런 거 같은데
1312580	1314820	감각적으로 깨닫는 게 진짜 어려운 거 같아요.
1315300	1316660	제일 답답한 건 본인이거든요.
1317120	1319720	원래 코칭할 때 많이 알려줘야 한다는 생각에 좀 급했었는데
1319720	1322020	그걸 깨달은 이후로는 천천히 합니다.
1322480	1324660	그리고 정확히 기억은 안 나는데 프로게임 하셨던 거 같아요.
1325220	1326160	어떤 영상에서
1326160	1328540	마우스 위쪽을 잡는다는 느낌으로 하면 에임이 잘 돼요.
1328640	1329160	라고 하시더라고요.
1329820	1332240	손부터 움직이는 원리를 설명하는 정말 좋은 얘기다.
1332360	1332960	라고 생각했는데
1332960	1335080	대부분 이걸 그립으로 이해하시더라고요.
1335340	1336640	마우스 위쪽을 잡는 그립.
1336900	1339780	이와 같이 경험에 따라 전혀 다른 방식으로 이해할 수 있기 때문에
1339780	1342220	나의 감을 누군가에게 전달하는 게 쉬운 일이 아닌 것 같아요.
1342240	1344360	마치 가슴 근육에 힘주는 법.
1344700	1347500	중량 칠 때 밸런스 유지하는 법을 설명하는 거랑 비슷한 거 같아요.
1347820	1350580	말은 쉬운데 몸으로 느끼고 해봐야 하는 것들이 많거든요.
1351040	1352380	마음처럼 잘 되지도 않을 거고요.
1352720	1353580	얘기가 좀 샜는데
1353580	1355500	누군가 알려주지 않았는데 몸의 근육들
1355500	1357760	자유롭게 자연스럽게 움직이는 게 사실 재능이에요.
1358020	1360180	운동 같은 거 안 배워도 운동신경이 있는 사람들 있잖아요.
1360540	1363300	처음부터 이게 되는 사람들은 그냥 많이 하면 계속 늘어요.
1363760	1365060	여기서 성장 차이가 나는 거고
1365060	1366340	에임 재능론이 나오는 건데
1366340	1367720	뭐 반은 맞고 반은 틀리죠.
1367980	1369240	워낙에 많은 요소가 있으니까요.
1369240	1371880	제가 코칭했던 천명이 넘는 일반인분들 중
1371880	1373600	극소수를 제외한 대부분은
1373600	1375880	근육을 자유롭게 활용하지 못하는 케이스였고요.
1376160	1377960	예를 들면 낮은 티어의 대부분은
1377960	1379500	굉장히 적은 근육만 쓰고 있고
1379500	1380900	어느 정도 상위 티어인 분들은
1380900	1383860	근육을 쓰긴 하는데 자연스럽게 이어쓰지 못하는 경우가 많았어요.
1384180	1386980	저한테 코칭받고 1, 2주 만에 골프에서 불멸까지 간다든지
1386980	1389180	단기간 내에 급격한 성장을 잃은 분들이 꽤 있는데
1389180	1392540	이런 분들은 이제 근육을 사용할 준비는 되어 있는데
1392540	1394380	방법을 몰라서 못 쓰고 있던 케이스죠.
1394800	1397360	그리고 내가 어느 근육을 사용하는지에 대한 감을 알게 되면
1397360	1399040	그립에도 크게 휘둘리지 않아요.
1399040	1401260	이 그립을 쓰면 에임이 이렇게 된다라는
1401260	1402260	귀납적 추론이 아니라
1402260	1404540	이렇게 잡았으니 당연히 이 정도 움직여지고
1404540	1406820	뭐 이런 움직임은 편해지겠네가 되는 거죠.
1407220	1408320	이게 엄청 큰 차이가 납니다.
1408700	1410580	주도적으로 조율해 나가는 능력이 생기는 거죠.
1410900	1412080	이게 에임의 전부라는 건 아니고
1412080	1414680	이 부분에서 해결되는 것들이 정말 많기 때문에
1414680	1415760	이만큼 강조를 하는 겁니다.
1416200	1418880	내가 시간 투자를 많이 해도 일정 수준 이상 올라가지 않는다
1418880	1421740	라면 뭐 이런 부분에 중점을 두는 게 좋을 것 같고요.
1422160	1424180	실제로 상위 플레이어가 아닌 경우에는 코칭할 때
1424180	1426280	에임보다도 몸을 자유롭게 움직일 수 있게끔
1426280	1427640	만드는 걸 중점적으로 합니다.
1427640	1429840	각 근육들이 어떤 기능을 하는지 알고
1429840	1431040	감각적으로 구분이 가능합니다.
1431260	1432220	하면 도움이 되긴 하는데
1432220	1435660	이걸 기초 과정에서 설명하기엔 너무 딥한 내용이기도 하고
1435660	1437940	양이 많기도 해서 나중에 기회가 되면
1437940	1440120	3D 인체 예보학 앱으로 보여드리면서
1440120	1441340	자세히 설명드리는 걸로 할게요.
1441700	1443800	원래는 랭커 수준에서만 설명을 했었는데
1443800	1446820	저 티어분들도 운동처럼 이미지를 떠올리면서 하니까
1446820	1447940	오히려 쉬웠다고 하더라고요.
1448480	1451520	자 이제 맨 처음에 봤던 니코 교수님의 손캠을 다시 보면
1451520	1452420	새롭게 보일 거예요.
1453120	1455160	그냥 처음부터 끝까지 손으로 에임하고 있죠.
1455160	1457720	전체적인 손이 실시간으로 반응하고 있고요.
1458420	1460340	그리고 이건 굉장히 중요한 포인트인데
1460340	1461160	에임을 뚫고
1461260	1462540	동작으로 외우시면 안 됩니다.
1463000	1465580	예를 들면 손목이나 아니면 팔로
1465580	1467580	이런 식으로 연습하는 경우가 정말 많아요.
1468000	1469140	손목을 이 정도 돌렸을 때
1469140	1470560	이 거리 만큼 움직였으니까
1470560	1472140	이 동작을 외우면
1472140	1473680	이 거리의 인적을 맞출 수 있겠죠.
1474080	1475900	근데 난 이만큼 돌릴 생각을 했지만
1475900	1477640	손목에 힘이 더 들어가 있다면
1477640	1479200	좀 덜 돌아갈 수도 있어요.
1479860	1482260	근육들의 긴장도에 따라 가동 범위가 변하고
1482260	1484340	근육의 움직임엔 한계가 있어서
1484340	1486800	같은 감으로 움직여도 조건이 달라지면
1486800	1488080	다른 결과가 나올 수 있겠죠.
1488600	1490460	그리고 보통 중립 상태에서 연습을 하지
1490460	1492980	다른 조건에서 반응하는 것까진 잘 안 해보거든요.
1493580	1494660	손목이든 팔이든
1494660	1496980	기준을 유지하고 있으면 일정하게 움직여지는데
1496980	1498380	이 기준이 흐트러지면
1498380	1500620	같은 감으로 손목이나 팔을 움직였을 때
1500620	1502000	에임이 다르게 나오기 쉬워요.
1502520	1504400	난 분명 여길 끌어치울 생각으로 쐈는데
1504400	1506940	엉뚱한 곳을 쏴버리는 게 보통 이런 케이스예요.
1507420	1509200	나도 모르게 조건이 달라지면 이럴 수 있거든요.
1509380	1510380	영상 하나를 예로 설명할게요.
1516340	1517680	마지막 적을 쏠 때
1517680	1519040	약간 특이한 동작을 해요.
1519340	1520300	상체 자체가 오른쪽으로 좀빗고
1520300	1520440	상체 자체가 오른쪽으로 좀빗고
1520460	1522600	팔 각도도 좀 바뀌죠?
1522920	1524440	트래킹하고 타겟 전환
1524440	1527520	이 상태에서 나는 오른쪽으로 가면서
1527520	1529800	왼쪽으로 살짝 움직이는 적을 쏜 거죠.
1530040	1531160	그렇게 되면 원래는
1531160	1533820	나는 손목을 되게 부드럽게 왼쪽으로 살짝만 당겨주면 돼요.
1534160	1534960	그렇죠? 클릭하면서
1534960	1536400	근데 그 전에 있던 동작이
1536400	1537860	트래킹하고 빠르게 움직였잖아요?
1538360	1539920	그럼 그만큼 내 몸에 힘이 들어갔겠죠?
1540160	1541560	근육에 긴장이 들어간 상태로
1541560	1542700	내가 원래 하면 되는
1542700	1544640	이 손목을 부드럽게 이만큼 당기는
1544640	1546220	그 동작으로 에임을 하려고 했다면
1546220	1548540	내 손목이 안 움직이는 느낌이 들었을 거예요.
1548540	1549500	그러면 보통
1549500	1550400	더 세게
1550460	1551160	누르고 더 세게
1551160	1552720	밀어넣는 선택지를 많이 선택해요.
1552940	1553500	근데 그게 아니라
1553500	1554560	몸은 굳어있지만
1554560	1555900	센서를 기준으로 움직이게 되면
1555900	1557580	굳어있는 몸이 마우스를 오히려
1557580	1558480	따라가겠죠?
1558960	1560740	센서부터 움직이는 게 습관이 되어 있으면
1560740	1563360	자연스럽게 이런 동작이 나오기도 하거든요.
1563760	1565760	근데 이거를 뭐 계산해서 움직이는 건 아니라서
1565760	1568240	이런 식으로 움직이는 프로게이머들한테 직접 물어봐도
1568240	1570480	본인들은 어떤 동작을 했는지 인지하지 못해요.
1571020	1573180	아마 저 슈라우드 선수한테 가서 물어봐도
1573180	1574620	어? 내가 그렇게 움직였어?
1574640	1575240	뭐 이러실 거예요.
1575660	1576560	중요한 사실은 이거예요.
1576560	1578780	원래라면 이렇게만 해도 맞을 에임인데
1578780	1580300	지금 내 몸의 상태에
1580460	1582320	변화에 따라서 이렇게까지 움직였죠?
1582880	1584420	근데 이만큼 움직이는 에임을 처음부터
1584420	1585520	이렇게 움직인 사람은 없잖아요?
1585800	1588080	이렇게 하나 이렇게 하나 화면상의 에임은
1588080	1588920	같은 에임이에요.
1589260	1592040	그래서 동작은 에임과 1대1 대응하지 않는다.
1592420	1593600	어떤 형태로든
1593600	1595260	센서만 제대로 움직이면
1595260	1596800	같은 에임이 나와요.
1596820	1598000	근데 동작으로 외워버리면
1598000	1600220	특정 조건에서만 나오는 에임이 될 수 있어요.
1600460	1602960	최대한 깔끔한 동작으로 외우려는 분들이 많은데
1602960	1604780	센서를 기준으로 대응하다 보면
1604780	1606400	화면 속 에임은 깔끔하게 보여도
1606400	1609700	막상 센서의 동선은 좀 대충 움직이는 것처럼 나올 때가 많아요.
1610200	1610400	실시간으로
1610460	1611980	변하는 내 몸의 상태와
1611980	1614560	마우스 센서의 조건에 따라서 반응해야 한다.
1614960	1616760	어떻게? 센서의 기준을 둬서.
1617080	1618580	센서를 기준으로 움직인다는 게
1618580	1620120	마치 자전거를 타는 거랑 비슷해요.
1620320	1622200	무게중심을 잡는 동작이 정해져 있는 게 아니라
1622200	1624940	지형이나 상황, 내 몸의 컨디션에 따라서
1624940	1625840	컨트롤해야 되는 거잖아요?
1626500	1628480	스키나 자전거 같은 걸 내 몸의 일부처럼
1628480	1629620	움직이는 감과 비슷해요.
1630120	1631640	처음엔 몸에 막 힘이 들어가는데
1631640	1634980	익숙해지면 긴장도 풀리고 왼쪽으로 이만큼 돌고 싶으니까
1634980	1636540	핸들 이만큼 꺾고 이런 게 아니라
1636540	1638820	자연스럽게 내 몸처럼 같이 움직이잖아요?
1638820	1640340	하나의 감으로써
1640460	1642080	내 몸이 센서에 적응을 해야 한다는 거죠.
1642460	1644900	즉, 에임은 과정이 구체적으로 정해져 있는 게 아니에요.
1645380	1647700	대입만 하면 해결되는 정확한 비유가 있는 것도 아니고요.
1648020	1650940	내 몸이 내가 의도한 대로 완벽하게 움직여주는 것도 아니고
1650940	1653900	모든 움직임을 1, 2D 수식으로 공식화할 수도 없어요.
1654360	1656680	내가 내 몸을 생각한 대로 움직이게 만드는 과정.
1656920	1659440	우리는 그런 것들을 보통 감이라는 형태로 학습을 하고
1659440	1662500	충분한 감이 생기면 그때 비로소 새로운 게 보이고
1662500	1663800	이론이 제대로 이해되는 거죠.
1664080	1665180	기본 개념을 아셨으면
1665180	1667580	이론이나 방법적인 것은 너무 집착하지는 마세요.
1667740	1669460	이해하기 더 어려워지기만 할 거예요.
1669880	1670440	제 코칭 경험은요.
1670460	1672500	제 코칭 경험으로도 더 자세한 심화 이론을 알려준다 해서
1672500	1674100	수행 능력이 좋아지진 않았어요.
1674460	1675360	머슬 메모리 라는 건
1675360	1677940	자전거를 타는 법, 그 감각에 가깝지
1677940	1679740	정해진 동작을 외우려고 한다면
1679740	1682460	에임은 기복의 형태로 나타날 수 있다라는 얘기고요.
1682860	1685680	에임이 좋아지는 과정은 협응력을 늘려나가는 것에 가깝다.
1686000	1688000	말 나온 김에 에임의 기복에 대해서 얘기를 하자면
1688000	1689640	사실 기복이란 건 없다고 생각해요.
1690100	1690720	그냥 실력이죠.
1691240	1693220	브론즈가 팔로 후려치면서 헤드샷 맞추면
1693220	1694220	그것도 좋은 에임이에요.
1694560	1697140	어떤 방식으로든 맞았으면 결과적으로는 좋은 에임이죠.
1697140	1699680	사실 에임의 고점을 높이는 건 쉬워요.
1700120	1703340	손가락만 쓰든 팔만 쓰든 어떤 식으로 해도 고점을 높일 수 있거든요.
1703680	1706580	굳이 랭커가 아니어도 좋은 에임만 모아서 보면 기가 막혀요.
1706820	1710080	결국 중요한 건 에임의 저점이 얼마나 높냐가 중요한 거예요.
1710360	1712680	예를 들면 좋은 에임이 나올 확률이 25%예요.
1712960	1714960	그럼 그게 에임이 좋다라고 정의할 수 있을까요?
1715120	1718440	랭커들은 좋은 에임이 나올 확률이 70%, 80%인 거고
1718440	1721960	그 중에서 프로가 되는 사람들은 90% 이상의 확률로 좋은 에임이 나오고
1721960	1723380	예를 들어본 거고요.
1723860	1726740	골을 넣었다라는 결과가 있으면 잘 던진 거지만
1726740	1727120	100%가 좋다는 거고
1727120	1729820	6번 던져서 10번 들어가면 그냥 못 던지는 사람이잖아요.
1730220	1732300	저는 좋은 에임이 얼마나 자주 나오느냐가
1732300	1733780	에임 실력의 척도라고 생각해요.
1733940	1734980	타자의 타율 같은 거죠.
1735160	1738500	게임 랭크가 올라갈수록 상대는 더 짧은 시간 몸을 노출시키고
1738500	1740940	상대가 마치기에 어렵게끔 유도하고 행동하죠.
1741200	1742340	내 티어에선 잘 쏘는데
1742340	1744600	하이큐가 잡혀서 높은 티어에서 게임을 하면
1744600	1747000	딜 하나도 못 넣고 이런 경우 정말 많거든요.
1747220	1748640	준비하고 쏘면 다 잘 쏘는데
1748640	1750520	제자리에서 하는 슛뿐만 아니라
1750520	1753340	드리블하고 몸싸움하면서 슛을 잘하는 게 중요하겠죠.
1753700	1756300	두 발을 땅에 딱 붙이고 눈앞에 샌드백을 치는 거랑
1756300	1758580	움직이는 상대를 치는 건 전혀 다른 얘기거든요.
1758980	1761340	어떤 상황에서도 높은 확률로 좋은 에임이 나오는 것
1761340	1762920	이게 좋은 실력이라고 생각하고
1762920	1764640	그 확률이 실력이라고 생각해요.
1764640	1767000	근데 그 확률은 결국 습관에서 나오거든요.
1767280	1768940	몸이나 멘탈의 컨디션 관리 정도가
1768940	1770620	우리가 할 수 있는 일이라고 생각해요.
1770900	1772640	그러니까 뭐 운동을 하면 좋지 않나
1772640	1775040	자세나 힘 조절도 굉장히 중요한데
1775040	1777560	그건 영상 따로 있으니까 그거 보시면 될 것 같고요.
1777840	1779460	그래도 기본기를 다루는 영상이니까
1779460	1781260	정말 중요한 부분만 짚자면
1781260	1784620	자세는 우선 마우스 밑면 혹은 손목 닿은 데까지
1784620	1786140	그리고 패드 끝에 닿는 부위
1786140	1788340	이 두 곳의 무게 배분만 동일하게 맞춰두면
1788340	1789960	움직일 때 불편하진 않을 거예요.
1790300	1793380	근데 자세란 게 결국에 개인에 맞게 설정해야 되기 때문에
1793380	1794500	이하 생략
1794500	1797860	힘 조절은 글씨에서 필압을 조절하는 것과 비슷하다고 보시면 됩니다.
1798580	1799380	자세한 건 영상으로
1799380	1802580	자 이제 자주 하는 질문에 대한 답변을 좀 드릴게요.
1803040	1804460	랭커들도 많이 하는 질문이 있어요.
1804700	1807460	에임을 하다 보니 마우스가 점점 내려가는데 괜찮나요?
1808080	1809920	전혀 상관없습니다. 자연스러운 거예요.
1811200	1811740	이거랑
1811740	1814600	이거랑
1814600	1815640	에임은 같거든요.
1816140	1817060	이거랑
1817060	1818160	이거랑
1818160	1821560	내려가는 게 싫으면 좀 더 완만하게 움직이는 습관을 드리면 됩니다.
1821840	1824380	근데 보통 움직이다 보니까 마우스가 내려가 있던데 정도지
1824380	1825980	뭐 몸이 불편한 거 아니면 괜찮아요.
1826340	1829060	너무 내려가는 사람들은 어깨가 많이 돌아가는 경우가 많으니까
1829060	1830080	그건 조심하시고요.
1830580	1831760	고감도도 이대로 하면 되나요?
1832460	1834840	고감도도 그 범위나 사용 방식이 여러 가지인데
1834840	1836940	일단 이 기본을 바탕으로 하는 건 동일합니다.
1837320	1839300	뭐 손과 손목으로 대부분이 커버되더라도
1839300	1842220	기본기가 바탕이 된 상태로 범위를 좁게 쓰는 거랑
1842220	1844260	좁은 범위밖에 못 쓰는 거랑은 또 다르거든요.
1844260	1845740	저도 규격 외에
1845740	1847060	초고감도를 사용했었고
1847060	1849260	고감도 유저들도 많이 코칭해봤는데
1849260	1851420	내가 고감도를 쓰는데 이미 랭커가 아니라면
1851420	1855460	그냥 내가 하는 게임에 프로들이 쓰는 평균 감독대를 쓰시는 걸 추천드릴게요.
1855780	1858080	고감도는 이미 고감도로 잘하는 사람들이 쓰는 거지
1858080	1861040	배워서 랭커급까지 성장한 케이스는 일단 저는 못 봤고
1861040	1862880	있어도 극소수일 거라고 생각합니다.
1863140	1864060	그만큼 어렵다는 거겠죠.
1864480	1867680	뭐 많이 안 쓰이고 실력 성장한 케이스가 별로 없는 데엔 이유가 있겠죠.
1867980	1870440	그리고 핑거팁 그립은 어떻게 하나요? 라는 질문도 많은데
1870440	1872900	핑거팁 그립도 뭐 근육을 따로 쓰면
1872900	1874900	얘 내리다가 팔로 끌어내리고 뻗다가 밀어주고
1875740	1877320	하다 딜레이가 한 번 걸릴 수 있는데
1877320	1879720	이것도 마찬가지로 마우스의 기준을 들면
1879720	1882080	손 안에서 에임하다가도 자연스럽게 이어나갈 수 있어요.
1893520	1895620	축의 활용은 아예 필요가 없는 건가요?
1896200	1897280	활용하기에 따라 다른 건데
1897280	1900240	예를 들면 반동이 적고 빠른 타겟 전환이 필요한 게임에선
1900240	1903040	손목이나 팔을 축으로 에임하는 게 유용할 수 있어요.
1903160	1904700	뭐 둘 다 같이 쓰는 경우도 많고
1904700	1905720	배그같이 반동이 적고 빠른 타겟 전환이 필요한 게임에선
1905720	1907640	반동이 크고 빠른 타겟 전환이 적은 게임에선
1907640	1909440	뭐 팔로 에임하는 사람들도 있고
1909440	1912480	카스같은 게임에선 팔꿈치나 팔을 축으로 헤드라인 잡고
1912480	1914500	뭐 그렇게 활용할 수 있는 포인트들이 좀 있는데
1914500	1917200	결국 조건 외의 상황이 오면 잘 안 맞을 수 있겠죠.
1917780	1919160	그런 케이스를 워낙 많이 봤고요.
1919760	1921840	그리고 스펙트럼이 좁은 방식으로 에임을 하다보면
1921840	1924380	각 게임마다 실력 차이가 좀 많이 날 수 있죠.
1924700	1926640	실제로 배그 랭커, 카스 그렐인데
1926640	1928120	다른 게임 가서는 골드 플레이고
1928120	1930140	뭐 에임 안 맞는다고 하시는 분들도 있거든요.
1930760	1932760	당연히 게임마다 효율적인 부분이 다르고
1932760	1934880	최적화 시키기 나름이라 생각하기 때문에
1934880	1937660	게임마다 다르게 에임하는 것도 전혀 상관없고요.
1938060	1941200	기본기를 알고 쓰면 더 적재적수에 사용할 수 있을 거예요.
1941640	1942700	오늘의 기본 내용 자체가
1942700	1945060	모든 게임에서 두루 쓸 수 있는 방법이기 때문에
1945060	1948440	그런 방식으로 하면은 어떤 게임이든 적응하기는 쉬울 거예요.
1949080	1952340	그리고 축을 사용하다가 자연스럽게 넘기는 걸 연습하는 경우가 있는데
1952340	1955580	이게 아마 준비되어 있지 않은 상태에서는 딜레이가 걸릴 거거든요.
1955980	1959220	자연스러운 움직임 속에서 부분적으로 활용하는 게 좀 더 효율적일 겁니다.
1959680	1963180	덧붙이자면 손목과 팔을 직접 쓰는 것도 부분적으로 활용하면 괜찮습니다.
1963480	1964260	아예 안 쓰진 않아요.
1964500	1964700	그리고 에임은요.
1964700	1964720	그리고 에임은요.
1964720	1964740	그리고 에임은요.
1964740	1964860	그리고 에임은요.
1964860	1964880	그리고 에임은요.
1964880	1967540	에임 트레이너 사용은 어떻게 생각하는지에 대한 질문도 되게 많아요.
1967780	1969580	정말 쓰기 나름이라고 생각하는데요.
1969920	1972420	확실한 가이드라인 없이는 안 하는 게 낫다고 생각하고요.
1972600	1975480	일정 수준 이상부터는 사실 점수 먹기가 컨텐츠라
1975480	1977980	해당 시나리오에 최적화된 움직임을 만들어 나가게 되는데
1977980	1980420	그게 오히려 안 좋은 습관이 될 때가 많아요.
1980700	1982300	미리 근육을 준비시키고 있다든지
1982300	1984280	에임을 동작으로 기억해버리기 쉬워서요.
1984520	1988300	코박스 랭커나 에임 트레이너 몇천 시간씩 하신 분들도 많이 코칭해봤는데
1988300	1991500	잘못된 방식으로 학습해버리면 안 좋은 습관을 빼는 게 더 힘들어요.
1991500	1993100	잘 활용하신 분들도 계시지만
